icd9_code,icd10_code,rank,reason
4106,30233X4,4,Transfusion via percutaneous approach for allogeneic unspecified cord blood stem cells in peripheral vein.
4106,30240X0,5,Transfusion of autologous cord blood stem cells in central vein using open approach.
4106,30240X4,6,Transfusion of allogeneic unspecified cord blood stem cells in central vein using open approach.
4106,30243X0,7,Transfusion via percutaneous approach for autologous cord blood stem cells in central vein.
4106,30243X4,8,Transfusion via percutaneous approach for allogeneic unspecified cord blood stem cells in central vein.
4106,30250X0,9,Transfusion of autologous cord blood stem cells in peripheral artery using open approach.
4106,30250X1,10,Transfusion of non-autologous cord blood stem cells in peripheral artery using open approach.
4106,30253X0,11,Transfusion via percutaneous approach for autologous cord blood stem cells in peripheral artery.
4106,30253X1,12,Transfusion via percutaneous approach for non-autologous cord blood stem cells in peripheral artery.
4106,30260X0,13,Transfusion of autologous cord blood stem cells in central artery using open approach.
4106,30260X1,14,Transfusion of non-autologous cord blood stem cells in central artery using open approach.
4106,30263X0,15,Transfusion via percutaneous approach for autologous cord blood stem cells in central artery.
4106,30263X1,16,Transfusion via percutaneous approach for non-autologous cord blood stem cells in central artery.
4131,07DR0ZX,1,Extraction of Iliac Bone Marrow is a direct match for a bone marrow biopsy.
4131,07DR3ZX,2,"Extraction of Iliac Bone Marrow, Perc Approach is relevant as it refers to a bone marrow biopsy using a percutaneous method."
4131,07DS0ZX,3,"Extraction of Vertebral Bone Marrow, Open Approach is relevant as it refers to a bone marrow biopsy."
4131,07DS3ZX,4,"Extraction of Vertebral Bone Marrow, Perc Approach is relevant as it refers to a bone marrow biopsy using a percutaneous method."
4131,07DQ0ZX,5,"Extraction of Sternum Bone Marrow, Open Approach is relevant as it refers to a bone marrow biopsy."
4131,07DQ3ZX,6,"Extraction of Sternum Bone Marrow, Perc Approach is relevant as it refers to a bone marrow biopsy using a percutaneous method."
4131,079T0ZX,7,"Drainage of Bone Marrow, Open Approach, Diagnostic is not a biopsy but a drainage procedure."
4131,079T3ZX,8,"Drainage of Bone Marrow, Percutaneous Approach, Diagnostic is not a biopsy but a drainage procedure."
4131,079T4ZX,9,"Drainage of Bone Marrow, Perc Endo Approach, Diagnostic is not a biopsy but a drainage procedure."
4132,079P3ZX,1,Matches the procedure (aspiration/biopsy) as a drainage of the spleen via percutaneous approach.
4132,079P4ZX,2,Similar to 079P3ZX but uses a percutaneous endoscopic approach; still relevant to the procedure.
4132,07BP3ZX,3,Excision of spleen is a different root operation but still involves the spleen and percutaneous approach.
4132,07BP4ZX,4,Similar to 07BP3ZX but utilizes a percutaneous endoscopic approach; still relates to the spleen.
4132,07DP3ZX,5,Extraction is a different root operation than aspiration but involves the spleen and percutaneous approach.
4132,07DP4ZX,6,Similar to 07DP3ZX but uses a percutaneous endoscopic approach; still relevant to the spleen.
4139,07JP4ZZ,1,Inspection of spleen using a percutaneous endoscopic approach aligns closely with diagnostic procedures on the spleen.
4139,07JP3ZZ,2,Inspection of spleen using a percutaneous approach is relevant but less specific than the endoscopic approach.
4142,07BP0ZZ,1,Direct match for excision of spleen via open approach.
4142,07BP3ZZ,2,"Excision of spleen via percutaneous approach, which matches the procedure type."
4142,07BP4ZZ,3,"Excision of spleen via percutaneous endoscopic approach, also matching the procedure type."
4142,075P0ZZ,4,"Destruction of spleen via open approach; however, it does not match the excision intent."
4142,075P3ZZ,5,Destruction of spleen via percutaneous approach; does not match the excision intent.
4142,075P4ZZ,6,Destruction of spleen via percutaneous endoscopic approach; does not match the excision intent.
4143,07BP0ZZ,1,Best match for partial splenectomy; open approach is commonly used.
4143,07BP3ZZ,2,"Percutaneous approach can also be used for splenectomy, but less common for partial."
4143,07BP4ZZ,3,Percutaneous endoscopic approach is the least common for partial splenectomy.
415,07TP0ZZ,1,Resection of spleen aligns with total splenectomy; open approach is acceptable.
415,07TP4ZZ,2,"Resection of spleen aligns with total splenectomy; however, percutaneous endoscopic approach is less common for total splenectomy."
4191,07DR3ZZ,1,"Extraction of Iliac Bone Marrow, Percutaneous Approach is a direct match to aspiration of bone marrow from a donor."
4191,07DQ3ZZ,2,"Extraction of Sternum Bone Marrow, Percutaneous Approach is related to bone marrow extraction but specifies a different body part."
4191,07DS3ZZ,3,"Extraction of Vertebral Bone Marrow, Percutaneous Approach is related to bone marrow extraction but specifies a different body part."
4191,079T3ZZ,4,"Drainage of Bone Marrow, Percutaneous Approach implies a different procedural intent (drainage vs aspiration) and is less relevant."
4192,3E0A3GC,1,"Introduce Oth Therap Subst in Bone Marrow, Perc matches the procedure of injecting into bone marrow."
4192,3E0V3GB,2,"Introduction of BMP into Bone, Perc Approach is relevant as BMP can be a therapeutic substance injected into bone marrow."
4192,3E0V3KZ,3,"Introduction of Oth Diagn Subst into Bone, Perc Approach is somewhat relevant as it implies an injection into bone."
4192,3E0V33Z,4,"Introduction of Anti-inflammatory into Bones, Perc Approach is relevant, although not a direct match for 'bone marrow'."
4192,3E0V36Z,5,"Introduction of Nutritional into Bone, Perc Approach is relevant but less specific than others."
4192,3E0V37Z,6,"Introduction of Electrol/Water Bal into Bone, Perc Approach is related but not a direct match."
4192,3E0V3HZ,7,"Introduction of Radioact Subst into Bone, Perc Approach is a possible but not ideal match."
4192,3E0V3TZ,8,"Introduction of Destructive Agent into Bones, Perc Approach is the least related to the injection into bone marrow."
4192,3E0V3BZ,9,"Introduction of Anesthetic Agent into Bones, Perc Approach is relevant but not specific to bone marrow."
4193,07BP0ZZ,1,"The procedure involves excision of the spleen through an open approach, which is the most direct match for excision of an accessory spleen."
4193,07BP3ZZ,2,"This code represents excision of the spleen via a percutaneous approach, which is a less invasive method but still pertains to spleen excision."
4193,07BP4ZZ,3,"This code indicates excision of the spleen using a percutaneous endoscopic approach, which is another less invasive option, but it does not match the procedure's intent as closely as the previous codes."
4195,07QP0ZZ,1,Direct match for repair of the spleen using an open approach.
4195,07QP3ZZ,2,"Repair of the spleen using a percutaneous approach, which is a valid alternative."
4195,07QP4ZZ,3,"Repair of the spleen using a percutaneous endoscopic approach, which is also relevant."
4195,07SP0ZZ,4,"Repositioning the spleen is not a repair operation, making it less relevant."
4198,07JT0ZZ,1,Open approach aligns with 'Other operations on bone marrow' as it implies a more invasive procedure.
4198,07JT3ZZ,2,Percutaneous approach is less invasive but still relates to operations on bone marrow.
4198,07JT4ZZ,3,"Percutaneous endoscopic approach is a specific technique, but it is still a form of inspection, which may not fully align with the broader category of 'Other operations'."
4199,07QP0ZZ,1,"Best match for a procedure involving the spleen, as it involves a repair through an open approach."
4199,07QP3ZZ,2,A repair of the spleen through a percutaneous approach is a valid procedure that fits under operations on the spleen.
4199,07QP4ZZ,3,Repair of the spleen using a percutaneous endoscopic approach is semantically relevant but less common than open or percutaneous approaches.
4210,0D150Z4,1,"This code describes a bypass of the esophagus to the cutaneous surface using an open approach, aligning closely with the esophagostomy procedure."
4210,0D15074,2,"This code involves a bypass of the esophagus to the cutaneous surface using an autologous substitute via an open approach, which is a specific type of the procedure."
4210,0D150K4,3,"This code represents a bypass of the esophagus to the cutaneous surface using a non-autologous substitute via an open approach, relevant to the esophagostomy."
4210,0D150J4,4,"This code describes a bypass of the esophagus to the cutaneous surface using a synthetic substitute with an open approach, which is relevant but more specific."
4210,0D154Z4,5,"This code describes a bypass of the esophagus to the cutaneous surface using a percutaneous endoscopic approach, which is less aligned with the original open procedure."
4210,0D15474,6,"This code involves a bypass of the esophagus to the cutaneous surface with an autologous substitute via a percutaneous endoscopic approach, which is a specific variant."
4210,0D154J4,7,"This code describes a bypass of the esophagus to the cutaneous surface using a synthetic substitute with a percutaneous endoscopic approach, relevant but more specific."
4210,0D154K4,8,"This code represents a bypass of the esophagus to the cutaneous surface using a non-autologous substitute via a percutaneous endoscopic approach, a specific variant."
4210,0D153J4,9,"This code involves a bypass of the esophagus to the cutaneous surface with a synthetic substitute via a percutaneous approach, which is less aligned with the original open procedure."
4211,0D110Z4,1,"Directly describes a bypass from the upper esophagus to the cutaneous surface using an open approach, which aligns well with the cervical esophagostomy."
4211,0D11074,2,Similar to the best match but specifies the use of an autologous substance; still fits the procedure context of a cervical esophagostomy.
4211,0D110J4,3,Describes a bypass using a synthetic substance; relevant to the esophagostomy context.
4211,0D110K4,4,Describes a bypass using a non-autologous substance; still relevant but less directly related to typical esophagostomy practices.
4211,0D113J4,5,"Describes a bypass to cutaneous using a synthetic substance but via a percutaneous approach, which is less relevant than open approach options."
4211,0D11474,6,Similar to above but specifies autologous substance; percutaneous approach makes it less relevant.
4211,0D114J4,7,Bypass with synthetic substance and percutaneous approach; not as relevant as open approach options.
4211,0D114K4,8,Bypass with non-autologous substance and percutaneous approach; less relevant due to approach.
4211,0D114Z4,9,Bypass with a percutaneous approach; least relevant due to approach and lack of direct correlation to the cervical esophagostomy.
4224,0D953ZX,1,no_good_match
4224,0D954ZX,2,no_good_match
4224,0D957ZX,3,no_good_match
4224,0D958ZX,4,no_good_match
4224,0DB53ZX,5,no_good_match
4224,0DB54ZX,6,no_good_match
4224,0DB57ZX,7,no_good_match
4224,0DB58ZX,8,no_good_match
4224,0DD53ZX,9,no_good_match
4224,0DD54ZX,10,no_good_match
4224,0DD58ZX,11,no_good_match
4231,0DB50ZZ,1,"Matches the procedure of excision of the esophagus via an open approach, which aligns with the local excision of the esophageal diverticulum."
4231,0DB57ZZ,2,Also represents excision of the esophagus but via a natural or artificial opening. This may be relevant for local excision but is less direct than the open approach.
4231,0DB53ZZ,3,"Represents excision via a percutaneous approach. While it relates to excision of the esophagus, it is not a typical method for local excision of a diverticulum and is the least appropriate match."
4232,0DB50ZZ,1,Open approach matches the local excision of tissue in the esophagus.
4232,0DB57ZZ,2,Via natural or artificial opening approach is also acceptable for excision of esophageal tissue.
4232,0DB53ZZ,3,"Percutaneous approach is less common for local excision of esophageal lesions; therefore, it ranks lower."
4233,0DB54ZZ,1,"Excision of Esophagus, Percutaneous Endoscopic Approach matches the excision of lesion in the esophagus."
4233,0DB58ZZ,2,"Excision of Esophagus, Endo also matches the excision of lesion in the esophagus."
4233,0D554ZZ,3,"Destruction of Esophagus, Percutaneous Endoscopic Approach aligns with the destruction of tissue in the esophagus."
4233,0D558ZZ,4,"Destruction of Esophagus, Endo is relevant for tissue destruction of the esophagus."
4233,3E0G8TZ,5,"Introduction of Destructive Agent into Upper GI, Endo could relate to the destruction of tissue in the esophagus."
4233,06L34CZ,6,"Occlusion Esophageal Vein w Extralum Dev, Perc Endo does not match the procedure."
4233,06L34DZ,7,"Occlusion Esophageal Vein w Intralum Dev, Perc Endo does not match the procedure."
4233,06L34ZZ,8,"Occlusion of Esophageal Vein, Perc Endo Approach does not match the procedure."
4233,06L43CZ,9,"Occlusion of Hepatic Vein with Extralum Dev, Perc Approach does not match the procedure."
4233,06L43ZZ,10,"Occlusion of Hepatic Vein, Percutaneous Approach does not match the procedure."
4233,0W3P8ZZ,11,"Control Bleeding in Gastrointestinal Tract, Endo does not match the procedure."
4239,0D550ZZ,1,Matches root operation (Destruction) and body part (Esophagus) with Open Approach.
4239,0D553ZZ,2,Matches root operation (Destruction) and body part (Esophagus) with Percutaneous Approach.
4239,0D557ZZ,3,Matches root operation (Destruction) and body part (Esophagus) with Via Natural or Artificial Opening.
4239,0DB50ZZ,4,Related to Esophagus but involves Excision rather than Destruction.
4239,0DB53ZZ,5,Related to Esophagus but involves Excision rather than Destruction.
4239,0DB57ZZ,6,Related to Esophagus but involves Excision rather than Destruction.
4240,0DB50ZZ,1,"Open approach aligns with the nature of an esophagectomy, which is typically performed via open surgery."
4240,0DB57ZZ,2,"Via natural or artificial opening could be a valid approach for an esophagectomy, especially in minimally invasive techniques."
4240,0DB53ZZ,3,Percutaneous approach is not typically associated with esophagectomy procedures and is less appropriate than the other approaches.
4241,0DB50ZZ,1,"The open approach aligns with a partial esophagectomy, which typically requires direct access."
4241,0DB57ZZ,2,"The use of a natural or artificial opening could be relevant for a partial esophagectomy, though less common than open approach."
4241,0DB53ZZ,3,"The percutaneous approach is not typically used for a partial esophagectomy, making it the least suitable option."
4242,0DT50ZZ,1,Open approach is a common method for total esophagectomy.
4242,0DT57ZZ,2,Via natural or artificial opening is acceptable for esophagectomy.
4242,0DT54ZZ,3,Percutaneous endoscopic approach is less common but still relevant for esophageal resection.
4242,0DT58ZZ,4,"Endoscopic method is vague and does not specify the approach clearly; thus, it ranks lower."
4251,0D150Z4,1,Directly matches the procedure of bypassing the esophagus with no specific device qualifiers.
4251,0D15074,2,Bypass to cutaneous with autologous substance; open approach is acceptable but less specific than 0D150Z4.
4251,0D150J4,3,Bypass to cutaneous with synthetic substance; open approach is also acceptable but introduces a specific device.
4251,0D150K4,4,Bypass to cutaneous with non-autologous substance; open approach is acceptable but introduces a specific device.
4251,0D153J4,5,Bypass to cutaneous with synthetic substance; percutaneous approach is less relevant than open approach.
4251,0D15474,6,Bypass to cutaneous with autologous substance; percutaneous endoscopic approach is less relevant than open approach.
4251,0D154J4,7,Bypass to cutaneous with synthetic substance; percutaneous endoscopic approach is less relevant than open approach.
4251,0D154K4,8,Bypass to cutaneous with non-autologous substance; percutaneous endoscopic approach is less relevant than open approach.
4251,0D154Z4,9,Bypass to cutaneous; percutaneous endoscopic approach is less relevant than open approach.
4252,0D150Z6,1,"Directly matches the procedure of bypassing the esophagus to the stomach with open approach, without specifying a substitute."
4252,0D15076,2,"Bypasses the esophagus to the stomach using an autologous substitute, open approach - closely related."
4252,0D150K6,3,"Bypasses the esophagus to the stomach using a non-autologous substitute, open approach - closely related."
4252,0D150J6,4,"Bypasses the esophagus to the stomach using a synthetic substitute, open approach - closely related."
4252,0D154Z6,5,"Bypasses the esophagus to the stomach using percutaneous endoscopic approach, no substitute specified."
4252,0D15476,6,"Bypasses the esophagus to the stomach using an autologous substitute, percutaneous endoscopic approach - related but less direct than open approach."
4252,0D154K6,7,"Bypasses the esophagus to the stomach using a non-autologous substitute, percutaneous endoscopic approach - related but less direct than open approach."
4252,0D154J6,8,"Bypasses the esophagus to the stomach using a synthetic substitute, percutaneous endoscopic approach - related but less direct than open approach."
4252,0D158Z6,9,"Bypasses the esophagus to the stomach using endoscopic approach, no substitute specified."
4252,0D15876,10,"Bypasses the esophagus to the stomach using an autologous substitute, endoscopic approach - related but less direct than open approach."
4252,0D158K6,11,"Bypasses the esophagus to the stomach using a non-autologous substitute, endoscopic approach - related but less direct than open approach."
4252,0D158J6,12,"Bypasses the esophagus to the stomach using a synthetic substitute, endoscopic approach - related but less direct than open approach."
4252,0DX60Z5,13,"Transfers the stomach to the esophagus, open approach - not a bypass, opposite procedure."
4252,0DX64Z5,14,"Transfers the stomach to the esophagus, percutaneous endoscopic approach - not a bypass, opposite procedure."
4255,0DXE0Z5,1,Open approach matches the procedural approach described in the ICD-9 code.
4255,0DXE4Z5,2,"Percutaneous endoscopic approach is a valid method for the procedure, but it is less likely than the open approach."
4265,0DXE0Z5,1,"The procedure involves transferring the large intestine to the esophagus using an open approach, which matches the description of an esophageal anastomosis."
4265,0DXE4Z5,2,"The procedure involves transferring the large intestine to the esophagus using a percutaneous endoscopic approach, which is semantically related but not as closely aligned as the open approach."
427,0D840ZZ,1,"Best match for esophagomyotomy, as it involves division of the esophagogastric junction via an open approach."
427,0D843ZZ,2,"Division of the esophagogastric junction via a percutaneous approach is a relevant procedure, although not as direct as open."
427,0D844ZZ,3,Division via percutaneous endoscopic approach is somewhat related but differs in the method of approach.
427,0D847ZZ,4,Division of the esophagogastric junction via opening is relevant but lacks specificity regarding the approach.
427,0D848ZZ,5,"Division of the esophagogastric junction via endoscopic means is related but does not specify the approach used, making it less specific."
4281,0DH50UZ,1,"Directly corresponds to the insertion of a feeding device into the esophagus, which aligns with the intent of inserting a permanent tube."
4281,0DH50DZ,2,"Insertion of an intraluminal device into the esophagus is relevant, but does not specify feeding, which is the primary intent of the ICD-9 code."
4281,0DH57UZ,3,"Insertion of a feeding device into the esophagus via opening is acceptable, aligning with the procedure's intent."
4281,0DH57DZ,4,Insertion of an intraluminal device into the esophagus via opening is relevant but less specific than feeding.
4281,0DH58UZ,5,"Insertion of a feeding device into the esophagus endoscopically is relevant, but the approach differs from the open approach in ICD-9."
4281,0DH58DZ,6,Insertion of an intraluminal device into the esophagus endoscopically is less aligned with the feeding intent.
4281,0DH54UZ,7,Insertion of a feeding device into the esophagus via percutaneous endoscopic approach is relevant but less aligned with the open approach.
4281,0DH54DZ,8,Insertion of an intraluminal device into the esophagus via percutaneous endoscopic approach is relevant but less aligned with feeding intent.
4281,0DH53UZ,9,Insertion of a feeding device into the esophagus via percutaneous approach is relevant but the approach differs from the open approach.
4281,0DH53DZ,10,Insertion of an intraluminal device into the esophagus via percutaneous approach is less aligned with feeding intent.
4282,0DQ50ZZ,1,"Best match as it describes a repair of the esophagus via open approach, aligning with the procedure of suturing a laceration."
4282,0DQ57ZZ,2,"Repair via natural or artificial opening is relevant to esophagus laceration repair, though not as specific as open approach."
4282,0DQ54ZZ,3,"Repair via percutaneous endoscopic approach is relevant, but may not fully encompass the traditional suturing method."
4282,0DQ53ZZ,4,Repair via percutaneous approach is less relevant as it does not represent the typical method for esophageal laceration.
4282,0DQ58ZZ,5,"Repair via endoscopic approach is the least relevant option, as it lacks specificity and may not represent the suturing of a laceration."
4285,0D750ZZ,1,"Dilation of Esophagus, Open Approach - closely matches 'Repair of esophageal stricture' as both involve the esophagus and dilation is a method to repair strictures."
4285,0D750DZ,2,"Dilation of Esophagus with Intralum Dev, Open Approach - similar to 0D750ZZ but involves an intraluminal device; still relevant for repairing strictures."
4285,0D753ZZ,3,"Dilation of Esophagus, Percutaneous Approach - a less invasive option for treating esophageal strictures, relevant as it directly addresses the condition."
4285,0D753DZ,4,"Dilation of Esophagus with Intralum Dev, Perc Approach - similar to 0D753ZZ but involves an intraluminal device; relevant for the treatment of strictures."
4285,0D754ZZ,5,"Dilation of Esophagus, Percutaneous Endoscopic Approach - endoscopic approach to dilation is relevant for esophageal strictures."
4285,0D754DZ,6,"Dilation of Esophagus with Intralum Dev, Perc Endo Approach - similar to 0D754ZZ but involves an intraluminal device; relevant for strictures."
4285,0D740ZZ,7,"Dilation of Esophagogastric Junction, Open Approach - involves dilation but is more specific to the junction rather than the esophagus itself."
4285,0D740DZ,8,"Dilate of Esophagast Junct with Intralum Dev, Open Approach - similar reasoning as 0D740ZZ but involves an intraluminal device."
4285,0D743ZZ,9,"Dilation of Esophagogastric Junction, Percutaneous Approach - focuses on the junction; less relevant but still applicable."
4285,0D743DZ,10,"Dilate of Esophagast Junct with Intralum Dev, Perc Approach - less relevant as it focuses on the junction with an intraluminal device."
4285,0D744ZZ,11,"Dilation of Esophagogastric Junction, Perc Endo Approach - focuses on the junction; relevant but less so than esophageal dilation."
4285,0D744DZ,12,"Dilate Esophagast Junct w Intralum Dev, Perc Endo - focuses on the junction with an intraluminal device; least relevant."
4289,0DQ50ZZ,1,Repair of esophagus using an open approach directly aligns with the procedure of esophageal repair.
4289,0DQ54ZZ,2,Repair of esophagus using a percutaneous endoscopic approach is a valid method for esophageal repair.
4289,0DQ57ZZ,3,Repair of esophagus via natural or artificial opening is relevant as it describes an alternative method of esophageal repair.
4289,0DQ53ZZ,4,Repair of esophagus using a percutaneous approach is less common but still applicable to the concept of esophageal repair.
4289,0DQ58ZZ,5,"Repair of esophagus, Endo is vague and does not clearly specify the approach, making it less suitable compared to others."
4291,06L30ZZ,1,"Direct match for the procedure of occlusion of esophageal vein, open approach without any device qualifier."
4291,06L30CZ,2,"Occlusion of esophageal vein with an extraluminal device, open approach, closely relates to ligation."
4291,06L30DZ,3,"Occlusion of esophageal vein with an intraluminal device, open approach, relevant to the procedure."
4291,06L33ZZ,4,"Occlusion of esophageal vein, percutaneous approach, represents a similar procedural outcome."
4291,06L33CZ,5,"Occlusion of esophageal vein with an extraluminal device, percutaneous approach, still relates to occlusion."
4291,06L33DZ,6,"Occlusion of esophageal vein with an intraluminal device, percutaneous approach, relevant to the procedure."
4291,06L34ZZ,7,"Occlusion of esophageal vein, percutaneous endoscopic approach, relates to the procedure method."
4291,06L34CZ,8,"Occlusion of esophageal vein with an extraluminal device, percutaneous endoscopic approach, relevant to ligation."
4291,06L34DZ,9,"Occlusion of esophageal vein with an intraluminal device, percutaneous endoscopic approach, related to the procedure."
4291,06L37ZZ,10,"Occlusion of esophageal vein via opening, relates to the procedure in a broader sense."
4291,06L37CZ,11,"Occlusion of esophageal vein with an extraluminal device via opening, somewhat related to ligation."
4291,06L37DZ,12,"Occlusion of esophageal vein with an intraluminal device via opening, relevant but less direct."
4291,06L38ZZ,13,"Occlusion of esophageal vein, endoscopic approach, related to the procedure but not a direct match."
4291,06L38CZ,14,"Occlusion of esophageal vein with an extraluminal device, endoscopic approach, relates indirectly."
4291,06L38DZ,15,"Occlusion of esophageal vein with an intraluminal device, endoscopic approach, least related to ligation."
4292,0D757ZZ,1,Directly corresponds to dilation of the esophagus without device via natural or artificial opening.
4292,0D757DZ,2,"Dilation of the esophagus with intraluminal device via opening, closely related to the procedure."
4292,0D758ZZ,3,"Dilation of the esophagus, endoscopic approach, relevant to esophageal dilation."
4292,0D758DZ,4,"Dilation of the esophagus with intraluminal device, endoscopic approach, relevant to esophageal dilation."
4292,0D717ZZ,5,"Dilation of upper esophagus via opening, specific but not the primary site."
4292,0D717DZ,6,"Dilation of upper esophagus with intraluminal device via opening, relevant but specific to upper esophagus."
4292,0D727ZZ,7,"Dilation of middle esophagus via opening, somewhat relevant but not the primary site."
4292,0D727DZ,8,"Dilation of middle esophagus with intraluminal device via opening, relevant but specific to middle esophagus."
4292,0D737ZZ,9,"Dilation of lower esophagus via opening, somewhat relevant but not the primary site."
4292,0D737DZ,10,"Dilation of lower esophagus with intraluminal device via opening, relevant but specific to lower esophagus."
4292,0D747ZZ,11,"Dilation of esophagogastric junction via opening, relevant but specific to junction."
4292,0D747DZ,12,"Dilation of esophagogastric junction with intraluminal device via opening, relevant but specific to junction."
4292,0D748ZZ,13,"Dilation of esophagogastric junction, endoscopic approach, relevant but specific to junction."
4292,0D748DZ,14,"Dilation of esophagogastric junction with intraluminal device, endoscopic approach, relevant but specific to junction."
4292,0D718ZZ,15,"Dilation of upper esophagus, endoscopic approach, specific but not the primary site."
4292,0D718DZ,16,"Dilation of upper esophagus with intraluminal device, endoscopic approach, specific but not the primary site."
4292,0D728ZZ,17,"Dilation of middle esophagus, endoscopic approach, somewhat relevant but not the primary site."
4292,0D728DZ,18,"Dilation of middle esophagus with intraluminal device, endoscopic approach, relevant but specific to middle esophagus."
4292,0D738ZZ,19,"Dilation of lower esophagus, endoscopic approach, somewhat relevant but not the primary site."
4292,0D738DZ,20,"Dilation of lower esophagus with intraluminal device, endoscopic approach, relevant but specific to lower esophagus."
4299,0DQ50ZZ,1,"Repair Esophagus, Open Approach directly addresses operations on the esophagus."
4299,0DQ53ZZ,2,"Repair Esophagus, Percutaneous Approach also relates to operations on the esophagus."
4299,0DQ54ZZ,3,"Repair Esophagus, Percutaneous Endoscopic Approach is relevant to esophageal operations."
4299,0DQ57ZZ,4,"Repair Esophagus, Via Natural or Artificial Opening pertains to esophageal procedures."
4299,0DQ58ZZ,5,"Repair Esophagus, Endo relates to esophageal operations."
4299,06L33CZ,6,"Occlusion Esophageal Vein w Extralum Dev, Perc is somewhat related but focuses on occlusion rather than general operations."
4299,06L33DZ,7,"Occlusion Esophageal Vein w Intralum Dev, Perc has a similar focus on occlusion."
4299,06L33ZZ,8,"Occlusion of Esophageal Vein, Percutaneous Approach focuses on a specific type of intervention, less relevant to general operations."
4311,0DH64UZ,1,"Best match as it specifies 'Perc Endo Approach', which aligns with the endoscopic nature of the PEG procedure."
4311,0DH63UZ,2,"While it describes insertion of a feeding device into the stomach via a percutaneous approach, it does not specify the endoscopic approach, making it a less precise match."
4319,0DH60UZ,1,"This code directly relates to the insertion of a feeding device into the stomach, which aligns with the concept of a gastrostomy."
4319,0D160Z4,2,"This code describes a bypass from the stomach to the cutaneous surface, which is relevant to the concept of creating an alternate route for feeding, similar to a gastrostomy."
4319,0D16074,3,"This code involves a bypass from the stomach to the cutaneous surface with an autologous substitute, which is also related to creating a feeding route."
4319,0D160J4,4,"This code involves a bypass from the stomach to the cutaneous surface with a synthetic substitute, which relates to gastrostomy procedures."
4319,0D160K4,5,"This code involves a bypass from the stomach to the cutaneous surface with a non-autologous substitute, relevant to feeding access."
4319,0D163J4,6,"This code describes a bypass from the stomach to the cutaneous surface with a synthetic substitute via a percutaneous approach, which is related to feeding access."
4319,0D164Z4,7,"This code involves a bypass from the stomach to the cutaneous surface via a percutaneous endoscopic approach, which is relevant to feeding access."
4319,0D16474,8,"This code describes a bypass with an autologous substitute via a percutaneous endoscopic approach, related to feeding access."
4319,0D164J4,9,"This code involves a bypass with a synthetic substitute via a percutaneous endoscopic approach, related to feeding access."
4319,0D164K4,10,"This code involves a bypass with a non-autologous substitute via a percutaneous endoscopic approach, related to feeding access."
4319,0D168Z4,11,"This code describes a bypass to the cutaneous surface via an endoscopic approach, which is somewhat related to feeding access."
4319,0D16874,12,"This code involves a bypass with an autologous substitute via an endoscopic approach, which relates to feeding access."
4319,0D168J4,13,"This code involves a bypass with a synthetic substitute via an endoscopic approach, which relates to feeding access."
4319,0D168K4,14,"This code involves a bypass with a non-autologous substitute via an endoscopic approach, which relates to feeding access."
433,0D870ZZ,1,"Division of Stomach, Pylorus, Open Approach directly corresponds to pyloromyotomy, which involves cutting into the pylorus."
433,0D873ZZ,2,"Division of Stomach, Pylorus, Percutaneous Approach is semantically close to pyloromyotomy as it involves a division of the pylorus."
433,0D874ZZ,3,"Division of Stomach, Pylorus, Perc Endo Approach also involves division but through an endoscopic approach."
433,0D877ZZ,4,"Division of Stomach, Pylorus, Via Opening implies a division procedure, though less specific than the others."
433,0D878ZZ,5,"Division of Stomach, Pylorus, Endo is a division procedure but is less aligned with the definition of pyloromyotomy."
433,0D770ZZ,6,"Dilation of Stomach, Pylorus, Open Approach involves dilation rather than division, making it less relevant."
433,0D773ZZ,7,"Dilation of Stomach, Pylorus, Percutaneous Approach is similar to 0D770ZZ but via a percutaneous route, which is still dilation."
433,0D774ZZ,8,"Dilation of Stomach, Pylorus, Perc Endo Approach is again dilation, and less relevant to pyloromyotomy."
433,0D777ZZ,9,"Dilation of Stomach, Pylorus, Via Opening implies dilation rather than division."
433,0D778ZZ,10,"Dilation of Stomach, Pylorus, Endo is also focused on dilation and does not match the procedure of pyloromyotomy."
4341,0DB68ZZ,1,"Excision of Stomach, Endo matches 'excision' and the endoscopic approach."
4341,0DB64ZZ,2,"Excision of Stomach, Percutaneous Endoscopic Approach matches 'excision' but the approach is percutaneous rather than purely endoscopic."
4341,0D568ZZ,3,"Destruction of Stomach, Endo matches 'destruction' and the endoscopic approach, but does not match 'excision' which is specified in the ICD-9 description."
4341,0D564ZZ,4,"Destruction of Stomach, Percutaneous Endoscopic Approach matches 'destruction' but the approach is percutaneous rather than purely endoscopic."
4342,0DB60ZZ,1,"Excision of Stomach, Open Approach directly matches the local excision of a lesion or tissue of the stomach."
4342,0DB63ZZ,2,"Excision of Stomach, Percutaneous Approach is a less invasive method of excision, but still aligns with the procedure described."
4342,0DB67ZZ,3,"Excision of Stomach, Via Natural or Artificial Opening is a valid method of excision but is not as directly related as the open or percutaneous approaches."
4349,0D560ZZ,1,Best match for destruction of stomach with open approach.
4349,0D563ZZ,2,Destruction of stomach via percutaneous approach is a valid alternative approach.
4349,0D567ZZ,3,Destruction of stomach via natural or artificial opening is also a valid approach.
435,0DT40ZZ,1,"Resection of Esophagogastric Junction, Open Approach closely matches the partial gastrectomy and anastomosis to the esophagus."
435,0DT47ZZ,2,"Resection of Esophagogastric Junction, Via Opening is a reasonable alternative to open approach, still aligning with partial gastrectomy."
